synonym_id,anchor_drug_id,synonym_name
348,2292,"(1r,2s)-(1,2-epoxypropyl)phosphonic acid, compound with 2-amino-2-(hydroxymethyl)-1,3-propanediol(1:1)"
349,4537,"(1r,2s)-(2-amino-3,4,5,6,7,8-hexahydro-4-oxo-6-pteridinyl)-1,2- propandiol"
350,1923,"(1r,2s)-1-phenyl-1-hydroxy-2-methylaminopropane"
351,2143,"(1r,2s)-epoxypropylphosphonic acid"
352,777,"(1r,2s,4r)-borneol"
353,3220,"(1r,2s,5r)-menthol"
354,2245,"(1r,2s,8s,10s,11s,14r,15s,17s)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one"
355,2219,"(1r,3r)-1-amino-3(18f)fluorocyclobutane-1-carboxylic acid"
356,2984,"(1r,3r,4s)-(−)-menthol"
357,949,"(1r,3s)-(+)-camphoric acid"
358,949,"(1r,3s)-1,2,2-trimethyl-1,3-cyclopentanedicarboxylic acid"
359,949,"(1r,3s)-camphoric acid"
360,945,"(1r,4r)-camphor"
361,454,"(1r,4s,5r,8s,9r,10s,12r,13r)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0^{4,13}.0^{8,13}]hexadecane"
362,1482,"(1r,5s)-1,2,3,4,5,6-hexahydro-1,5-methano-8h-pyrido[1,2a][1,5]diazocin-8-one"
363,1959,"(1r,5s,6s,8r,2's,4's)-2-(2-(3-carboxyphenylcarbamoyl)pyrrolidin-4-ylthio)-6-(1-hydroxyethyl)-1-methylcarbapenem-3-carboxylic acid"
364,2082,"(1r,9s,12s,15r,16e,18r,19r,21r,23s,24e,26e,28e,30s,32s,35r)-1,18-dihydroxy-12-((1r)-2-((1s,3r,4r)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl)-1-methylethyl)-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo(30.3.1.04,9)hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentaone"
365,2984,"(1r-(1-α,2-β,5-α))-5-methyl-2-(1-methylethyl)cyclohexanol"
366,4864,"(1rs,4rs)-1,7,7-trimethylbicyclo(2.2.1)heptan-2-one"
367,1884,"(1s)-1,5-anhydro-1-(4-chloro-3-{4-[(3s)-tetrahydrofuran-3-yloxy]benzyl}phenyl)-d-glucitol"
368,1506,"(1s)-1-cyclopropyl-6-fluoro-1,4-dihydro-7-(5-methyl-2,5-diazabicyclo[2.2.1]hept-2-yl)-4-oxo-3-quinoline carboxylic acid methanesulphonate"
369,2987,"(1s,2r)-milnacipran"
370,4922,"(1s,2r,18r,19r,22s,25r,28r,40s)-22-(2-amino-2-oxoethyl)-5,15-dichloro-48-{[(2s,3r,4s,5s,6r)-3-{[(2s,4s,5s,6s)-4-{[2-(decylamino)ethyl]amino}-5-hydroxy-4,6-dimethyltetrahydro-2h-pyran-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl]oxy}-2"
371,4925,"(1s,2r,5r,7r,8r,9s,11r,13r,14r)-8-[(2s,3r,4s,6r)-4-dimethylamino-3-hydroxy-6-methyl-oxan-2-yl]oxy-2-ethyl-9-methoxy-1,5,7,9,11,13-hexamethyl-15-[4-(4-pyridin-3-ylimidazol-1-yl)butyl]-3,17-dioxa-15-azabicyclo[12.3.0]heptadecane-4,6,12,16-tetrone"
372,3348,"(1s,2s)-(2-((3-(2-benzimidazolyl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate"
373,3348,"(1s,2s)-(2-((3-(2-benzimidazolyl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate, dihydrochloride"
374,3907,"(1s,2s,3r,4r)-3-((1s)-1-acetylamino-2-ethylbutyl))-4-((aminoiminomethyl)amino-2-hydroxycyclopentanecarboxylic acid, trihydrate"
375,5044,"(1s,2s,3r,5s)-3-(7-((1r,2s)-2-(3,4-difluorophenyl)cyclopropylamino)-5-(propylthio)-3h-(1,2,3)triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol"
376,1960,"(1s,2s,3s,4r,5s)-5-(4-chloro-3-(4-ethoxybenzyl)phenyl)-1-(hydroxymethyl)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol"
377,4921,"(1s,3ar,6as)-(2s)-2-cyclohexyl-n-(pyrazinylcarbonyl)glycyl-3-methyl-l-valyl-n-((1s)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide"
378,901,"(1s,3r,5z,7e)-9,10-secocholesta-5,7,10-triene-1,3,25-triol"
379,1791,"(1s,3r,5z,7e,22e)-9,10-secoergosta-5,7,10,22-tetraene-1,3-diol"
380,4868,"(1s,3r,5z,7e,24r)-9,10-secocholesta-5,7,10-triene-1,3,24-triol"
381,3069,"(1s,3r,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2r,4r)-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl)-1-naphthalenyl (s)-2-methyl-butyrate"
382,2642,"(1s,3s)-3-acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydronaphthacen-1-yl 3-amino-2,3,6-trideoxy-α-l-lyxo-hexopyranoside"
383,1932,"(1s,3s)-3-glycoloyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1-naphthacenyl 3-amino-2,3,6-trideoxy-.alpha.-l-arabino-hexopyranoside"
384,4550,"(1s,3s,5s)-2-((2s)-amino(3-hydroxytricyclo(3.3.1.13,7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile"
385,2834,"(1s,3s,7s,10r,11s,12s,16r)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(1e)-1-methyl-2-(2-methyl-4-thiazolyl)ethenyl]-17-oxa-4-azabicyclo[14.1.0]heptadecane-5,9-dione"
386,2631,"(1s,4ar,6as,7r,8r,10ar,10br,12ar,14r,15r)-15-((2r)- 2-amino-2,3,3-trimethylbutoxy)-1,6a,8,10a-tetramethyl-8- ((2r)-3-methylbutan-2-yl)-14-(5-(pyridin-4-yl)-1h-1,2,4- triazol-1-yl)-1,6,6a,7,8,9,10,10a,10b,11,12,12a-dodecahydro-2h,4h-1,4a-propanophenanthro"
387,2986,"(1s,4s)-(6-dimethylamino-4,4-diphenyl-heptan-3-yl) acetate"
388,2986,"(1s,4s)-4-(dimethylamino)-1-ethyl-2,2-diphenylpentyl acetate"
389,4593,"(1s,4s)-sertraline"
390,1235,"(1s,9s)-9-(((s)-1-carboxy-3-phenylpropyl)amino)octahydro-10-oxo-6h-pyridazino(1,2-a)(1,2)diazepine-1-carboxylic acid 9-ethyl ester monohydrate"
391,4593,"(1s-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-n-methyl-1-naphthalenamine"
392,2573,(1z)-1(2h)-phthalazinone hydrazone
393,3012,"(1α,2α,3β,4α,5α,6β)-1,2,3,4,5,6-hexachlorocyclohexane"
394,901,"(1α,3β,5z,7e)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol"
395,1995,"(2,3-dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid"
396,227,"(2,5-dioxo-4-imidazolidinyl)urea"
397,3285,"(2,6-dimethoxyphenyl)penicillin"
398,799,"(2-((5-chloro-2-((2-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethyl-,delta5-phosphanone"
399,2978,(2-(4-((r)-(4-chlorophenyl)phenylmethyl)piperazin-1- yl)ethoxy)acetic acid dihydrochloride
400,3439,(2-(4-acetoxy-2-isopropyl-5-methylphenoxy)ethyl)dimethylamine
401,4341,(2-(4-hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone
402,3195,(2-(diphenylmethoxy)ethyl)trimethylammonium
403,2481,(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine
404,2481,(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine sulfate (1:1)
405,2481,(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine sulfate (2:1)
406,2481,(2-(octahydro-1-azocinyl)ethyl)guanidine
407,795,(2-bromobenzyl)ethyldimethylaminium
408,3065,(2-butyl-4-chloro-1-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]methyl}-1h-imidazol-5-yl)methanol
409,4231,(2-dimethylamino-2-methyl)ethyl-n-dibenzoparathiazine
410,3482,(2-ethoxy-1-naphthalenyl)penicillin
411,3482,(2-ethoxy-1-naphthyl)penicillin
412,701,(2-hydroxypropyl)trimethylammonium carbamate
413,1827,"(2-mercaptoethyl)trimethylammonium iodide s-ester with o,o-diethyl phosphorothioate, diethoxyphosphoryl-thiocholine iodide"
414,5065,(2-mercaptopropionyl)glycine
415,473,"(2alpha,3beta)-2,3,23-trihydroxyurs-12-en-28-oic acid, o-6-deoxy-alpha-l-mannopyranosyl-(1-4)-o-beta-d-glucopyranosyl-(1-6)-o-beta-d-glucopyranosyl ester"
416,2662,(2e)-1-[(6-chloropyridin-3-yl)methyl]-n-nitroimidazolidin-2-imine
417,2314,(2e)-2-butenedioic acid
418,2367,"(2e)-3,7-dimethylocta-2,6-dien-1-ol"
419,61,(2e)-3-(4-hydroxyphenyl)acrylic acid
420,1246,(2e)-3-phenylprop-2-en-1-ol
421,146,(2e)-3-{6-[(1e)-1-(4-methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridin-2-yl}acrylic acid
422,3531,(2e)-n-(4-((3-chloro-4-((pyridin-2-yl)methoxy)phenyl)amino)-3-cyano-7-ethoxyquinolin-6-yl)-4-(dimethylamino)but-2-enamide
423,170,(2e)-n-(4-((3-chloro-4-fluorophenyl)amino)-7-(((3s)-tetrahydrofuran-3-yl)oxy)quinazolin- 6-yl)-4-(dimethylamino)but-2-enamide bis(hydrogen (2z)-but-2-enedioate)
424,1493,(2e)-n-(4-((3-chloro-4-fluorophenyl)amino)-7-methoxyquinazolin-6-yl)-4-piperidin-1-ylbut-2-enamide
425,170,(2e)-n-(4-(3-chloro-4-fluoroanilino)-7-(((3s)-oxolan-3-yl)oxy)quinoxazolin-6-yl)-4-(dimethylamino)but-2-enamide
426,3811,(2e)-n-hydroxy-3-[4-({[2-(2-methyl-1h-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide
427,5347,"(2e,4e,6e,8e)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol"
428,2066,"(2e,4e,6e,8e)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid, ethyl ester"
429,223,"(2e,4e,6z,8e)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid"
430,3373,"(2e,4s,4ar,5as,12ar)- 2-(amino-hydroxy-methylidene)- 4,7-bis(dimethylamino)-10,11,12a-trihydroxy-4a,5,5a,6- tetrahydro-4h-tetracene- 1,3,12-trione"
431,2573,(2h)-phthalazinone hydrazone
432,7,"(2r)-2,3-bis[(9z,12z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate"
433,1594,"(2r)-2,4-dihydroxy-n-(3-hydroxypropyl)-3,3-dimethylbutanamide"
434,1855,(2r)-2-(2-(ethyl-((4-(2-(ethylamino)ethyl)phenyl)methyl)amino)-4-methoxy-phenyl)tetralin-6-ol
435,2886,(2r)-2-(acetylamino)-3-methoxy-n-(phenylmethyl)propanamide
436,2886,(2r)-2-(acetylamino)-n-benzyl-3-methoxypropanamide
437,126,"(2r)-2-(acetyloxy)-3-carboxy-n,n,n-trimethyl-1-propanaminium inner salt"
438,128,(2r)-2-acetylamino-3-sulfanylpropanoic acid
439,1478,(2r)-2-amino-3-mercaptopropanoic acid
440,4689,(2r)-2-amino-3-phenylpropyl carbamate
441,1478,(2r)-2-amino-3-sulfanylpropanoic acid
442,2453,(2r)-2-amino-5-(((1s)-1-carboxy-2-(1h-indol-3-yl)ethyl)amino)-5-oxopentanoic acid
443,1963,"(2r*,3s)-rel-1,2,3,4-butanetetroltetranitrate"
444,4907,"(2r,3r)-(+)-taxifolin"
445,3614,"(2r,3r)-(r)-4-(2-amino-1-hydroxyethyl)-1,2-benzenediol, 2,3-dihydoxybutanedioate monohydrate (1:1) (salt)"
446,1845,"(2r,3r)-2-(2,4-difluorofenil)-3-(4-metilenopiperidin-1-il)-1-(1h-1,2,4-triazin-1-il)butan-2-ol"
447,1845,"(2r,3r)-2-(2,4-difluorophenyl)-3-(4-methylene-1-piperidinyl)-1-(1h-1,2,4-triazol-1-yl)-2-butanol"
448,4907,"(2r,3r)-3,3',4',5,7-pentahydroxyflavanone"
449,4907,"(2r,3r)-dihydroquercetin"
450,4640,"(2r,3r,4r,5r)-2-{[(1s,2s,3r,4s,6r)-4,6-diamino-3-{[(2s,3r)-3-amino-6-(aminomethyl)-3,4-dihydro-2h-pyran-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol"
451,3151,"(2r,3r,4r,5r)-hexane-1,2,3,4,5,6-hexaol"
452,3151,"(2r,3r,4r,5r)-hexane-1,2,3,4,5,6-hexol"
453,5427,"(2r,3r,4s)-3-(acetylamino)-4-carbamimidamido-2-[(1r,2r)-1,2,3-trihydroxypropyl]-3,4-dihydro-2h-pyran-6-carboxylic acid"
454,510,"(2r,3r,4s)-4-(1,3-benzodioxo-5-yl)-1-(2-(dibutylamino)-2-oxoethyl)-2-(4-methoxyphenyl)-3-pyrrolidinecarboxylic acid"
455,159,"(2r,3r,4s,5r)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
456,1292,"(2r,3r,4s,5r)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol"
457,1050,"(2r,3s)-(+)-catechin"
458,5019,"(2r,3s)-2,3,4-trihydroxy-butanoic acid"
459,1050,"(2r,3s)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol"
460,1962,"(2r,3s)-butane-1,2,3,4-tetrol"
461,1050,"(2r,3s)-catechin"
462,2302,"(2r,3s,4r,5r,6r)-5-amino-2-(aminomethyl)-6-{[(1r,2r,3s,4r,6s)-4,6-diamino-2-{[(2s,3r,4s,5r)-4-{[(2r,3r,4r,5s,6s)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy}-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-3-hydroxycyclohexyl]oxy}oxane-3,4-diol"
463,2302,"(2r,3s,4r,5r,6r)-5-amino-2-(aminomethyl)-6-{[(1r,2r,3s,4r,6s)-4,6-diamino-2-{[(2s,3r,4s,5r)-4-{[(2r,3r,4r,5s,6s)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy}-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-3-hydroxycyclohexyl]oxy}oxane-3,4-diol sulphate"
464,5232,"(2r,3s,4r,5r,8r,10r,11r,12s,13s,14r)-13-[(2,6-dideoxy-3-c-methyl-3-o-methyl-4-c-[(propylamino)methyl]-alpha-l-ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,8,10,12,14-hexamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-beta-d-xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one"
465,1268,"(2r,3s,5r)-5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol"
466,5093,"(2r,4'r,8'r)-α-tocopherol"
467,3440,"(2r,4r)-1-[(2s)-5-[(aminoiminomethyl)amino]-1-oxo-2-[[(1,2,3,4-tetrahydro-3-methyl-8- quinolinyl)sulfonyl]amino]pentyl]-4-methyl-2-piperidinecarboxylic acid"
468,1680,"(2r,4r,7r)-n-[(1s,2s,4r,7s)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,12,14-tetraene-4-carboxamide"
469,4503,"(2r,4s)-5-(biphenyl-4-yl)-4-((3-carboxypropionyl)amino)-2-methylpentanoic acid ethyl ester"
470,3835,"(2r,6s,12z,13ar,14ar,16as)-n-(cyclopropanesulfonyl)-6-[(5-methylpyrazine-2-carbonyl)amino]-5,16-dioxo-2-[(phenanthridin-6-yl)oxy]-1,2,3,6,7,8,9,10,11,13a,14,15,16,16a-tetradecahydrocyclopropa[e]pyrrolo[1,2-a][1,4]diazacyclopentadecine-14a(5h)-carboxamide"
471,3835,"(2r,6s,12z,13as,14ar,16as)-n-(cyclopropylsulfonyl)-6-{[(5-methyl-2-pyrazinyl)carbonyl]amino}-5,16-dioxo-2-(6-phenanthridinyloxy)-1,2,3,6,7,8,9,10,11,13a,14,15,16,16a-tetradecahydrocyclopropa[e]pyrrolo [1,2-a][1,4]diazacyclopentadecine-14a(5h)-carboxamide"
472,2923,"(2r-(2alpha(2s*(3r*,4s*,5s*,7r*)3s*,5s*),5alpha,6beta))-6-(7-(5-ethyl-5-(5-ethyltetrahydro-5-hydroxy-6-methyl-2h-pyran-2-yl)tetrahydro-3-methyl-2-furyl)-4-hydroxy-3,5-dimethyl-6-oxononyl)-3-methylsalicylic acid"
473,2143,(2r-cis)-(3-methyloxiranyl)phosphonic acid
474,1924,"(2r-cis)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol"
475,1886,"(2r-cis)-4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1h)-pyrimidinone"
476,1050,"(2r-trans)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol"
477,3345,"(2rs)-1-(2,6-dimethylphenoxy)-2-aminopropane"
478,3877,(2s)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol
479,985,(2s)-1-[(2s)-2-methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid
480,475,"(2s)-2,4-diamino-4-oxobutanoic acid"
481,2413,"(2s)-2,5-diamino-5-oxopentanoic acid"
482,2676,"(2s)-2-((2-((4s)-4-(difluoromethyl)-2-oxo-3-oxazolidinyl)-5,6-dihydroimidazo(1,2-d)(1,4)benzoxazepin-9-yl)amino)propanamide"
483,4171,"(2s)-2-((4-((1rs)-1-((2,4-diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid"
484,5074,(2s)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid
485,1025,(2s)-2-(carbamoylamino)pentanedioic acid
486,4171,"(2s)-2-({4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl}amino)pentanedioic acid"
487,303,"(2s)-2-[(4,6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3,3-diphenylpropanoic acid"
488,3466,(2s)-2-acetamido-4-(methylsulfanyl)butanoic acid
489,3467,(2s)-2-acetylamino-3-(4-hydroxyphenyl)propanoic acid
490,5227,(2s)-2-amino-3-(1h-indol-3-yl)propanoic acid
491,2993,(2s)-2-amino-3-(4-hydroxyphenyl)propanoic acid
492,475,(2s)-2-amino-3-carbamoylpropanoic acid
493,5282,(2s)-2-amino-3-methylbutanoic acid
494,3288,(2s)-2-amino-4-(methylsulfanyl)butanoic acid
495,2871,(2s)-2-amino-4-(s-methylsufonimidoyl)butanoic acid
496,2413,(2s)-2-amino-4-carbamoylbutanoic acid
497,2965,(2s)-2-amino-4-methylpentanoic acid
498,439,(2s)-2-amino-5-(carbamimidamido)pentanoic acid
499,439,(2s)-2-amino-5-guanidinopentanoic acid
500,2412,(2s)-2-aminopentanedioic acid
501,184,(2s)-2-aminopropanoic acid
502,1377,(2s)-2-propylpiperidine
503,3092,"(2s)-6-[[[(z)-[(4s,4as,5as,6s,12as)-4-(dimethylamino)-6,10,11,12a-tetrahydroxy-6-methyl-1,3,12-trioxo-4,4a,5,5a-tetrahydrotetracen-2-ylidene]-hydroxymethyl]amino]methylamino]-2-aminohexanoic acid"
504,2965,(2s)-alpha-2-amino-4-methylvaleric acid
505,2965,(2s)-alpha-leucine
506,1024,(2s)-n-((1s)-1-benzyl-2-(((1s)-3-methyl-1-(((2r)-2-methyloxiran-2-yl)carbonyl)butyl)amino)-2-oxoethyl)-4-methyl-2-(((2s)-2-((morpholin-4-ylacetyl)amino)-4-phenylbutanoyl)amino)pentanamide
507,4226,(2s)-pyrrolidine-2-carboxylic acid
508,4511,(2s)-sakuranetin
509,5020,(2s)-threonine
510,3919,"(2s,3as,7as)-1-((s)-n-((s)-1-carboxybutyl)alanyl)hexahydro-2-indolinecarboxylic acid, 1-ethyl ester"
511,3919,"(2s,3as,7as)-1-[(2s)-2-{[(2s)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1h-indole-2-carboxylic acid"
512,5020,"(2s,3r)-(-)-threonine"
513,708,"(2s,3r,4r,5s,6r)-2-(4-chloro-3-((4-(2-(cyclopropyloxy)ethoxy)phenyl)methyl)phenyl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol"
514,1509,"(2s,3r,4r,5s,6r)-2-(4-chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol"
515,2805,"(2s,3s)-2-amino-3-methylpentanoic acid"
516,3935,"(2s,3s)-3,4-dimethyl-2-phenylmorpholine"
517,4231,"(2s,3s)-3,4-dimethyl-2-phenylmorpholine l-(+)-tartrate(1:1)"
518,1692,"(2s,3s)-5-(2-(dimethylamino)ethyl)-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydrobenzo[b][1,4]thiazepin-3-yl acetate"
519,3163,"(2s,3s)-n-(5-(1,1-dimethylethyl)-2-methoxybenzyl)-2-(diphenylmethyl)-1-azabicyclo(2.2.2)octan-3-amine 2-hydroxy-1,2,3-propanetricarboxylate (1:1), monohydrate"
520,2842,"(2s,3s,4r,6s) -6- {[(2r,3s,4r,5r,6s) -6- {[(4r,5s,6s,7r,9r,10r,11e,13e,16r) -4- (acetyloxy)-10-hydroxy-5-methoxy-9, 16-dimethyl-2-oxo-7-(2-oxoethyl)-1-oxacyclohexadeca-11, 13-dien-6-yl]oxy}-4-(dimethylamino)-5-hydroxy-2-methyloxan-3-yl]oxy}-4-hydroxy-2, 4-dimethyloxan-3-yl 3-methylbutanoate"
521,1505,"(2s,4r)-1-(2-(3-acetyl-5-(2-methylpyrimidin-5-yl)-1h-indazol-1-yl)acetyl)-n-(6-bromopyridin-2-yl)-4-fluoropyrrolidine-2-carboxamide"
522,1505,"(2s,4r)-1-(2-(3-acetyl-5-(2-methylpyrimidine-5-yl)-1h-indazol-1-yl)acetyl)-n-(6-bromopyridine-2-yl)-4-fluoropyrrolidine-2-carboxamide"
523,222,"(2s,4s,5s,7s)-5-amino-n-(2-carbamoyl-2-methylpropyl)-4-hydroxy-2-isopropyl-7-(4-methoxy-3-(3-methoxypropoxy)benzyl)-8-methylnonamide"
524,4806,"(2s,5r)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid 4,4-dioxide"
525,4806,"(2s,5r)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide"
526,3346,"(2s,5r,6r)-3,3-dimethyl-6-{[(2r)-2-({[3-(methylsulfonyl)-2-oxoimidazolidin-1-yl]carbonyl}amino)-2-phenylacetyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
527,3727,"(2s,5r,6r)-3,3-dimethyl-6-{[(5-methyl-3-phenylisoxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
528,4239,"(2s,5r,6r)-3,3-dimethyl-7-oxo-6-((1-oxo-2-phenoxybutyl)amino)-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid potassium salt"
529,3883,"(2s,5r,6r)-3,3-dimethyl-7-oxo-6-(2-phenoxyacetamido)-4-thia-1- azabicyclo(3.2.0)heptane-2-carboxylic acid"
530,3881,"(2s,5r,6r)-3,3-dimethyl-7-oxo-6-(phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
531,3883,"(2s,5r,6r)-3,3-dimethyl-7-oxo-6-[(phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
532,557,"(2s,5r,6r)-3,3-dimethyl-7-oxo-6-{[(2r)-2-{[(2-oxoimidazolidin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
533,357,"(2s,5r,6r)-6-((r)-(-)-2-amino-2-(p-hydroxyphenyl)acetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid"
534,1635,"(2s,5r,6r)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
535,2216,"(2s,5r,6r)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
536,1321,"(2s,5r,6r)-6-({[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
537,3285,"(2s,5r,6r)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
538,3482,"(2s,5r,6r)-6-[(2-ethoxy-1-naphthoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
539,2530,"(2s,5r,6r)-6-[(4r)-2,2-dimethyl-5-oxo-4-phenylimidazolidin-1-yl]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
540,1448,"(2s,5r,6r)-6-{[(1-aminocyclohexyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
541,357,"(2s,5r,6r)-6-{[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
542,552,"(2s,5r,6r)-6-{[(2r)-2-azido-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
543,5045,"(2s,5r,6r)-6-{[(2r)-2-carboxy-2-thiophen-3-ylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
