legacy_anchor_drug_id,legacy_anchor_drug_name,term_kind,legacy_synonym_id,normalized_surface_form,match_count,rxnorm_mapping_status,rxnorm_mapping_rule,matched_rxcuis,matched_ttys,concept_classes,default_rule,quarantine_reason,assigned_rxcuis
67,"(1s,2s,3r,4s,5s)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl (1e)-2-phenyl-n-(sulfooxy)ethanimidothioate",anchor,,"(1s,2s,3r,4s,5s)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl (1e)-2-phenyl-n-(sulfooxy)ethanimidothioate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
68,"(1s,2s,3r,6r)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",anchor,,"(1s,2s,3r,6r)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
69,"(1s,2s,5s)2-(4-glutaridylbenzyl)-5-phenyl-1-cyclohexanol",anchor,,"(1s,2s,5s)2-(4-glutaridylbenzyl)-5-phenyl-1-cyclohexanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
70,"(1s,3as,5ar,8as)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",anchor,,"(1s,3as,5ar,8as)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
71,"(1s,3r,4r,6s)-1,3,4,6-tetrapkisphosphate",anchor,,"(1s,3r,4r,6s)-1,3,4,6-tetrapkisphosphate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
72,"(1s,3r,4s,5s,7s)-4-{[2-(4-methoxyphenoxy)-2-methylpropanoyl]amino}adamantane-1-carboxamide",anchor,,"(1s,3r,4s,5s,7s)-4-{[2-(4-methoxyphenoxy)-2-methylpropanoyl]amino}adamantane-1-carboxamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
73,"(1s,3r,6s)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",anchor,,"(1s,3r,6s)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
74,"(1s,3s,5s)-2-{(2s)-2-amino-2-[(1r,3s,5r,7s)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",anchor,,"(1s,3s,5s)-2-{(2s)-2-amino-2-[(1r,3s,5r,7s)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
75,"(1s,4r,7ar)-4-butoxy-1-[(1r)-1-formylpropyl]-2,4,5,6,7,7a-hexahydro-1h-isoindole-3-carboxylic acid",anchor,,"(1s,4r,7ar)-4-butoxy-1-[(1r)-1-formylpropyl]-2,4,5,6,7,7a-hexahydro-1h-isoindole-3-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
76,"(1s,4r,9s)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",anchor,,"(1s,4r,9s)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
77,"(1s,4s,5s)-1,4,5-trihydroxy-3-[3-(phenylthio)phenyl]cyclohex-2-ene-1-carboxylic acid",anchor,,"(1s,4s,5s)-1,4,5-trihydroxy-3-[3-(phenylthio)phenyl]cyclohex-2-ene-1-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
78,"(1s,5s,7r)-n~7~-(biphenyl-4-ylmethyl)-n~3~-hydroxy-6,8-dioxa-3-azabicyclo[3.2.1]octane-3,7-dicarboxamide",anchor,,"(1s,5s,7r)-n~7~-(biphenyl-4-ylmethyl)-n~3~-hydroxy-6,8-dioxa-3-azabicyclo[3.2.1]octane-3,7-dicarboxamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
79,"(1s,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-7-methyl-8-[2-[(2r,4r)-tetrahydro-4-hy droxy-6-oxo-2h-pyran-2-yl]ethyl]-1-naphthalenol",anchor,,"(1s,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-7-methyl-8-[2-[(2r,4r)-tetrahydro-4-hy droxy-6-oxo-2h-pyran-2-yl]ethyl]-1-naphthalenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
80,(1z)-2-hydroxy-3-oxohex-1-en-1-yl dihydrogen phosphate,anchor,,(1z)-2-hydroxy-3-oxohex-1-en-1-yl dihydrogen phosphate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
81,(1z)-4-(4-fluorophenyl)-2-methylidenebutan-1-imine,anchor,,(1z)-4-(4-fluorophenyl)-2-methylidenebutan-1-imine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
82,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",anchor,,"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
83,"(2,6-dimethylphenoxy)acetic acid",anchor,,"(2,6-dimethylphenoxy)acetic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
83,"(2,6-dimethylphenoxy)acetic acid",synonym,782,"(2,6-xylyloxy) acetic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
84,"(2-amino-1,3-oxazol-5-yl)-(3-bromophenyl)methanone",anchor,,"(2-amino-1,3-oxazol-5-yl)-(3-bromophenyl)methanone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
85,(2-amino-3-phenyl-bicyclo[2.2.1]hept-2-yl)-phenyl-methanone,anchor,,(2-amino-3-phenyl-bicyclo[2.2.1]hept-2-yl)-phenyl-methanone,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
86,(2-bromoethyl)(2-'formyl-4'-aminophenyl) acetate,anchor,,(2-bromoethyl)(2-'formyl-4'-aminophenyl) acetate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
87,(2-carbamoylmethyl-5-propyl-octahydro-indol-7-yl)acetic acid,anchor,,(2-carbamoylmethyl-5-propyl-octahydro-indol-7-yl)acetic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
88,(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,anchor,,(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
89,"(20s)-19,20,21,22-tetrahydro-19-oxo-5h-18,20-ethano-12,14-etheno-6,10-metheno-18h-benz[d]imidazo[4,3-k][1,6,9,12]oxatriaza-cyclooctadecosine-9-carbonitrile",anchor,,"(20s)-19,20,21,22-tetrahydro-19-oxo-5h-18,20-ethano-12,14-etheno-6,10-metheno-18h-benz[d]imidazo[4,3-k][1,6,9,12]oxatriaza-cyclooctadecosine-9-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
90,"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile",anchor,,"(20s)-19,20,22,23-tetrahydro-19-oxo-5h,21h-18,20-ethano-12,14-etheno-6,10-methenobenz[d]imidazo[4,3-l][1,6,9,13]oxatriazacyclonoadecosine-9-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
91,"(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane",anchor,,"(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
92,(2e)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,anchor,,(2e)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
93,(2e)-2-({(2s)-2-carboxy-2-[(phenoxyacetyl)amino]ethoxy}imino)pentanedioic acid,anchor,,(2e)-2-({(2s)-2-carboxy-2-[(phenoxyacetyl)amino]ethoxy}imino)pentanedioic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
94,"(2e)-3-(2,4-dichlorophenyl)-n-hydroxyacrylamide",anchor,,"(2e)-3-(2,4-dichlorophenyl)-n-hydroxyacrylamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
95,(2e)-3-(2-oct-1-yn-1-ylphenyl)acrylic acid,anchor,,(2e)-3-(2-oct-1-yn-1-ylphenyl)acrylic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
96,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",anchor,,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
97,(2e)-3-(4-chlorophenyl)-n-hydroxyacrylamide,anchor,,(2e)-3-(4-chlorophenyl)-n-hydroxyacrylamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
98,"(2e)-3-{3-[(5-ethyl-3-iodo-6-methyl-2-oxo-1,2-dihydropyridin-4-yl)oxy]phenyl}acrylonitrile",anchor,,"(2e)-3-{3-[(5-ethyl-3-iodo-6-methyl-2-oxo-1,2-dihydropyridin-4-yl)oxy]phenyl}acrylonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
99,(2e)-n-allyl-4-{[3-(4-bromophenyl)-5-fluoro-1-methyl-1h-indazol-6-yl]oxy}-n-methyl-2-buten-1-amine,anchor,,(2e)-n-allyl-4-{[3-(4-bromophenyl)-5-fluoro-1-methyl-1h-indazol-6-yl]oxy}-n-methyl-2-buten-1-amine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
100,(2e)-n-hydroxy-3-[1-methyl-4-(phenylacetyl)-1h-pyrrol-2-yl]prop-2-enamide,anchor,,(2e)-n-hydroxy-3-[1-methyl-4-(phenylacetyl)-1h-pyrrol-2-yl]prop-2-enamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
101,(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,anchor,,(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
102,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",anchor,,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
103,"(2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoic acid",anchor,,"(2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
104,"(2e,4e)-2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",anchor,,"(2e,4e)-2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
105,"(2e,4r,5s)-2,3,4,5-tetrahydroxy-6-(palmitoyloxy)hex-2-enoic acid",anchor,,"(2e,4r,5s)-2,3,4,5-tetrahydroxy-6-(palmitoyloxy)hex-2-enoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
106,(2r)-({4-[amino(imino)methyl]phenyl}amino){5-ethoxy-2-fluoro-3-[(3r)-tetrahydrofuran-3-yloxy]phenyl}aceticacid,anchor,,(2r)-({4-[amino(imino)methyl]phenyl}amino){5-ethoxy-2-fluoro-3-[(3r)-tetrahydrofuran-3-yloxy]phenyl}aceticacid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
107,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",anchor,,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
108,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,anchor,,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
109,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,anchor,,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
110,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",anchor,,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
111,"(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",anchor,,"(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
112,"(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",anchor,,"(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
113,(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,anchor,,(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
114,(2r)-2-(3-biphenylyl)-n-{(2r)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,anchor,,(2r)-2-(3-biphenylyl)-n-{(2r)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
115,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,anchor,,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
116,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,anchor,,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
117,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,anchor,,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
118,"(2r)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1h-imidazol-3-ium",anchor,,"(2r)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1h-imidazol-3-ium",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
119,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,anchor,,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
119,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,synonym,870,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-1-butanol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
119,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,synonym,13078,aftin-4,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
120,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,anchor,,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
121,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylic acid",anchor,,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
121,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylic acid",synonym,53001,pcnotaxime group,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
122,"(2r)-2-[(1r)-1-{[(2s)-2-carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2h-1,3-oxazine-4-carboxylic acid",anchor,,"(2r)-2-[(1r)-1-{[(2s)-2-carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2h-1,3-oxazine-4-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
123,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,anchor,,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
123,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,synonym,3869,1-octadecyl-2-acetamido-2-deoxy-sn-glycerol-3-phosphoethylmethyl sulfide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
124,"(2r)-2-amino-3,3,3-trifluoro-n-hydroxy-2-{[(4-phenoxyphenyl)sulfonyl]methyl}propanamide",anchor,,"(2r)-2-amino-3,3,3-trifluoro-n-hydroxy-2-{[(4-phenoxyphenyl)sulfonyl]methyl}propanamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
125,(2r)-2-benzyl-3-nitropropanoic acid,anchor,,(2r)-2-benzyl-3-nitropropanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
126,(2r)-2-ethyl-1-hexanesulfonic acid,anchor,,(2r)-2-ethyl-1-hexanesulfonic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
127,(2r)-2-phenyl-n-pyridin-4-ylbutanamide,anchor,,(2r)-2-phenyl-n-pyridin-4-ylbutanamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
128,"(2r)-2-{(1r)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",anchor,,"(2r)-2-{(1r)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
129,(2r)-2-{[(4-fluoro-3-methylphenyl)sulfonyl]amino}-n-hydroxy-2-tetrahydro-2h-pyran-4-ylacetamide,anchor,,(2r)-2-{[(4-fluoro-3-methylphenyl)sulfonyl]amino}-n-hydroxy-2-tetrahydro-2h-pyran-4-ylacetamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
130,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",anchor,,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
131,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",anchor,,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
132,(2r)-2-{[formyl(hydroxy)amino]methyl}hexanoic acid,anchor,,(2r)-2-{[formyl(hydroxy)amino]methyl}hexanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
133,"(2r)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",anchor,,"(2r)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
134,"(2r)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",anchor,,"(2r)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
134,"(2r)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",synonym,5681,2-(butyryloxy)-1-{[(tetrahydroxyphosphoranyl)oxy]methyl}ethyl butyrate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
135,(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate,anchor,,(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
136,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",anchor,,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
137,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,anchor,,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
138,"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate",anchor,,"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl (9e)-octadec-9-enoate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
139,"(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",anchor,,"(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
140,"(2r)-4-(2-benzoyl-1,2-diazepan-1-yl)-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",anchor,,"(2r)-4-(2-benzoyl-1,2-diazepan-1-yl)-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
141,"(2r)-4-[(8r)-8-methyl-2-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[1,5-a]pyrazin-7(8h)-yl]-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",anchor,,"(2r)-4-[(8r)-8-methyl-2-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[1,5-a]pyrazin-7(8h)-yl]-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
142,(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide,anchor,,(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
